,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Is there a course with this certification?,Category,Activity,Support Group,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Certification Fee,Conference Fee,Course Fee,Vendor Charge
71,TAS,El Segundo Corp 2141 Rosecrans,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,,,,New,AWS Certified Solutions Architect-Professional,Yes,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,Career growth,,0.0,No,0.0,0,0.0,0
72,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,,,,New,AWS Solutions Architect,Yes,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,Other,,0.0,No,0.0,0,0.0,0
73,TAS,Florham Park GS 500 Campus,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,aws-certified-solutions-architect-associate,Yes,Cloud,AWS Certification,TAS TC Advanced Tech & Arch Approval Group,Other,,0.0,No,170.0,0,238.0,0
74,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Pearson Vue,,,New,Java SE 8 Programmer I,No,Custom Development,AFS Java cert pgm,TAS TC Advanced Tech & Arch Approval Group,Other,,26.0,No,180.0,0,0.0,0
75,TAS,Dallas GS 5221 O'Connor Las Colinas,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,5,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Accenture curriculum,,16.0,Yes,0.0,0,0.0,0
76,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,,16.0,Yes,0.0,0,0.0,0
77,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,,16.0,Yes,0.0,0,0.0,0
78,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,,16.0,Yes,0.0,0,0.0,0
79,TAS,Chicago GS 180 LaSalle,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,,24.0,No,0.0,0,0.0,0
80,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,,16.0,Yes,0.0,0,0.0,0
81,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,,16.0,Yes,0.0,0,0.0,0
82,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Career growth,,16.0,Yes,0.0,0,0.0,0
83,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Accenture curriculum,,16.0,Yes,0.0,0,0.0,0
84,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,16.0,Yes,0.0,0,0.0,0
85,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Accenture,Conference,Accenture,,"St. Charles, Illinois",,FY17 Technology Architecture Workshops,,,,,Tech Arch,TA Workshop,TAS TC Advanced Tech & Arch Approval Group,Other,0.0,16.0,Yes,0.0,0,0.0,0
86,TAS,,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,ACN/AFS Curriculum,Exp Hire,TAS TC Advanced Tech & Arch Approval Group,Accenture curriculum,,24.0,Yes,0.0,0,0.0,0
87,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,,Adobe,Adobe Digital Government Symposium,,,,,Cloud,Conf - Adobe Digital Symposium,TAS TC Industry Approval Group,Current project/role,,8.0,No,0.0,250,0.0,0
88,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,"Raleigh, NC",All Things Open Conference,All Things Open,,,,,Digital,Conf - All Things Open - Not on approved list,TAS TC Industry Approval Group,Career growth,0.0,16.0,Yes,0.0,0,0.0,0
89,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,ASCEND,,,,,,Leadership,Conf - ASCEND - Should evaluate at AFS level,TAS TC Emerging Technology Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
90,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,Houston,Ascend,Ascend National Convention,,,,,Analytics/Big Data,Conf - ASCEND - Should evaluate at AFS level,TAS TC Emerging Technology Approval Group,Career growth,0.0,24.0,Yes,0.0,995,0.0,0
91,TAS,Dallas GS 5221 O'Connor Las Colinas,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Coursera,,,New,,,Custom Development,Scala,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,No,0.0,0,355.0,0
92,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.009,TC Infrastructure,Infrastructure,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,No hours,No hours,TAS TC Infrastructure Approval Group,Current project/role,,0.0,No,0.0,0,0.0,0
93,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.007,TDL Oracle,Oracle,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Comp TIA,,,New,Security +,Yes,Cert prep,(SECR) Security+,TAS TDL Oracle Approval Group,Current project/role,,40.0,No,386.0,0,386.0,0
94,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Leadership,RISE,TAS TC Advanced Tech & Arch Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
95,TAS,Philadelphia GS 2005 Market,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,New York,,,,,,,Agile,DevOps Academy,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,8.0,Yes,0.0,0,0.0,0
96,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"Chantilly, VA",IBM,,,,,,Custom Development,IBM Rational Team Concert,TAS TC Advanced Tech & Arch Approval Group,Career growth,,40.0,Yes,0.0,0,0.0,0
97,TAS,Dallas GS 5221 O'Connor Las Colinas,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,"5155 Parkstone Dr., Chantilly, VA 20151",,,,,,,Custom Development,IBM Rational Team Concert,TAS TC Advanced Tech & Arch Approval Group,Upcoming project/role,,40.0,Yes,0.0,0,0.0,0
98,TAS,Southfield GS 3000 Town Ctr,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,PMI,,,Renew,PMP,No,Cert renewal,PMP,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,0.0,No,60.0,0,0.0,0
99,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.007,TDL Oracle,Oracle,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,TrainAce,,,New,Security +,Yes,Cert prep,(SECR) Security+,TAS TDL Oracle Approval Group,Current project/role,,40.0,No,0.0,0,1700.0,0
100,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Sales,Solution Arch,TAS TC Advanced Tech & Arch Approval Group,Accenture curriculum,,24.0,No,0.0,0,0.0,0
101,TAS,NY Corp 1345 Ave Americas,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,Tableau,,,,,,Analytics/Big Data,Tableau,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,17.0,No,0.0,0,1400.0,0
102,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom - St.Charles,,,,,New,Advanced Technical Architect,Yes,Tech Arch,Advanced Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Accenture curriculum,,40.0,Yes,0.0,0,0.0,0
103,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,Yes,0.0,0,0.0,0
104,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,Yes,0.0,0,0.0,0
105,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,No,0.0,0,0.0,0
106,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,No,0.0,0,0.0,0
107,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,No,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,No,0.0,0,0.0,0
108,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,"Austin, TX",,,,New,,,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Accenture curriculum,,40.0,Yes,0.0,0,0.0,0
109,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Sales,The Accenture Selling Platform,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
110,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,Master Technology Architect program,Yes,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,40.0,No,0.0,0,0.0,0
111,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,,,,New,Technology Architect Associate Certification,Yes,Tech Arch,Tech Arch School,TAS TC Advanced Tech & Arch Approval Group,Career growth,,3.0,No,0.0,0,0.0,0
112,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,ADP Pre-Departure Training,TAS TC Analyst Apprentice Approval Group,Current project/role,,16.0,No,0.0,0,0.0,0
113,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
114,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
115,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,"Chantilly, VA",,,,,,,SalesForce,Salesforce Admin,TAS TC Analyst Apprentice Approval Group,Upcoming project/role,,40.0,Yes,0.0,0,0.0,0
116,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
117,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
118,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
119,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
120,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
121,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
122,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
123,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
124,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
125,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
126,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
127,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
128,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
129,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
130,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
131,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
132,MyLearning,,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,,Entry Level,Accenture,Classroom,Chantilly VA Accenture Office,,,,,,,Entry Level,Campus to Corporate,,,,16.0,No,0.0,0,350.0,0
133,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,11,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional,Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Analyst Apprentice Approval Group,Career growth,,24.0,No,0.0,0,0.0,0
134,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.003,TC Analyst Apprentice,Analyst,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional,Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Analyst Apprentice Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
